year,stage,position,rider,team,time
2023,14,22,MadouasValentin,Groupama - FDJ,16:0016:00
2023,14,23,JungelsBob,BORA - hansgrohe,16:0116:01
2023,14,24,LutsenkoAlexey,Astana Qazaqstan Team,",,16:01"
2023,14,25,GenietsKevin,Groupama - FDJ,17:2117:21
2023,14,26,BenootTiesj,Jumbo-Visma,20:0420:04
2023,14,27,van BaarleDylan,Jumbo-Visma,",,20:04"
2023,14,28,HaigJack,Bahrain - Victorious,",,20:04"
2023,14,29,MühlbergerGregor,Movistar Team,",,20:04"
2023,14,30,BernalEgan,INEOS Grenadiers,",,20:04"
2023,14,31,BerthetClément,AG2R Citroën Team,20:2120:21
2023,14,32,BarguilWarren,Team Arkéa Samsic,22:1122:11
2023,14,33,van der PoelMathieu,Alpecin - Deceuninck,25:2025:20
2023,14,34,SolerMarc,UAE Team Emirates,",,25:20"
2023,14,35,GuglielmiSimon,Team Arkéa Samsic,",,25:20"
2023,14,36,HamiltonChris,Team dsm - firmenich,",,25:20"
2023,14,37,O'ConnorBen,AG2R Citroën Team,",,25:20"
2023,14,38,GregaardJonas,Uno-X Pro Cycling Team,25:5925:59
2023,14,39,TeunsDylan,Israel - Premier Tech,26:5826:58
2023,14,40,HallerMarco,BORA - hansgrohe,",,26:58"
2023,14,41,NeilandsKrists,Israel - Premier Tech,",,26:58"
2023,14,42,SchultzNick,Israel - Premier Tech,",,26:58"
2023,14,43,WoodsMichael,Israel - Premier Tech,27:1927:19
2023,14,44,CostaRui,Intermarché - Circus - Wanty,",,27:19"
2023,14,45,CicconeGiulio,Lidl - Trek,27:4227:42
2023,14,46,PoelsWout,Bahrain - Victorious,27:4427:44
2023,14,47,HermansQuinten,Alpecin - Deceuninck,27:4527:45
2023,14,48,PolittNils,BORA - hansgrohe,27:4727:47
2023,14,49,IzagirreGorka,Movistar Team,28:4928:49
2023,14,50,KüngStefan,Groupama - FDJ,28:5528:55
2023,14,51,AlaphilippeJulian,Soudal Quick-Step,",,28:55"
2023,14,52,LampaertYves,Soudal Quick-Step,29:0329:03
2023,14,53,LouvelMatis,Team Arkéa Samsic,",,29:03"
2023,14,54,GeschkeSimon,Cofidis,",,29:03"
2023,14,55,OliveiraNelson,Movistar Team,",,29:03"
2023,14,56,JorgensonMatteo,Movistar Team,",,29:03"
2023,14,57,AranburuAlex,Movistar Team,",,29:03"
2023,14,58,HouleHugo,Israel - Premier Tech,",,29:03"
2023,14,59,DelaplaceAnthony,Team Arkéa Samsic,",,29:03"
2023,14,60,MartínezDaniel Felipe,INEOS Grenadiers,",,29:03"
2023,14,61,BurgaudeauMathieu,TotalEnergies,",,29:03"
2023,14,62,ChampoussinClément,Team Arkéa Samsic,",,29:03"
2023,14,63,OssDaniel,TotalEnergies,",,29:03"
2023,14,64,LaporteChristophe,Jumbo-Visma,32:2032:20
2023,14,65,Van HooydonckNathan,Jumbo-Visma,",,32:20"
2023,14,66,Juul-JensenChristopher,Team Jayco AlUla,",,32:20"
2023,14,67,PerezAnthony,Cofidis,",,32:20"
2023,14,68,TejadaHarold,Astana Qazaqstan Team,",,32:20"
2023,14,69,AbrahamsenJonas,Uno-X Pro Cycling Team,32:2932:29
2023,14,70,PacherQuentin,Groupama - FDJ,",,32:29"
2023,14,71,CoquardBryan,Cofidis,",,32:29"
2023,14,72,SkjelmoseMattias,Lidl - Trek,",,32:29"
2023,14,73,NaesenOliver,AG2R Citroën Team,",,32:29"
2023,14,74,PowlessNeilson,EF Education - EasyPost,",,32:29"
2023,14,75,FraileOmar,INEOS Grenadiers,",,32:29"
2023,14,76,DeclercqTim,Soudal Quick-Step,",,32:29"
2023,14,77,AsgreenKasper,Soudal Quick-Step,",,32:29"
2023,14,78,LópezJuan Pedro,Lidl - Trek,32:3632:36
2023,14,79,JohannessenTobias Halland,Uno-X Pro Cycling Team,",,32:36"
2023,14,80,KwiatkowskiMichał,INEOS Grenadiers,",,32:36"
2023,14,81,van PoppelDanny,BORA - hansgrohe,32:5432:54
2023,14,82,van den BergLars,Groupama - FDJ,34:0334:03
2023,14,83,LatourPierre,TotalEnergies,34:0834:08
2023,14,84,FerronValentin,TotalEnergies,34:2434:24
2023,14,85,RickaertJonas,Alpecin - Deceuninck,35:1935:19
2023,14,86,GoglMichael,Alpecin - Deceuninck,36:1936:19
2023,14,87,PhilipsenJasper,Alpecin - Deceuninck,",,36:19"
2023,14,88,ClarkeSimon,Israel - Premier Tech,",,36:19"
2023,14,89,VermaerkeKevin,Team dsm - firmenich,",,36:19"
2023,14,90,CortMagnus,EF Education - EasyPost,",,36:19"
2023,14,91,Kragh AndersenSøren,Alpecin - Deceuninck,",,36:19"
2023,14,92,LaengenVegard Stake,UAE Team Emirates,",,36:19"
2023,14,93,Boasson HagenEdvald,TotalEnergies,",,36:19"
2023,14,94,AmadorAndrey,EF Education - EasyPost,",,36:19"
2023,14,95,PichonLaurent,Team Arkéa Samsic,",,36:19"
2023,14,96,BiermansJenthe,Team Arkéa Samsic,",,36:19"
2023,14,97,EenkhoornPascal,Lotto Dstny,",,36:19"
2023,14,98,KonradPatrick,BORA - hansgrohe,",,36:19"
2023,14,99,StrongCorbin,Israel - Premier Tech,",,36:19"
2023,14,100,ZingleAxel,Cofidis,",,36:19"
2023,14,101,Le GacOlivier,Groupama - FDJ,",,36:19"
2023,14,102,Van GilsMaxim,Lotto Dstny,",,36:19"
2023,14,103,DevenynsDries,Soudal Quick-Step,",,36:19"
2023,14,104,UránRigoberto,EF Education - EasyPost,",,36:19"
2023,14,105,CalmejaneLilian,Intermarché - Circus - Wanty,",,36:19"
2023,14,106,ZimmermannGeorg,Intermarché - Circus - Wanty,",,36:19"
2023,14,107,TurgisAnthony,TotalEnergies,",,36:19"
2023,14,108,De BuystJasper,Lotto Dstny,36:5836:58
2023,14,109,DillierSilvan,Alpecin - Deceuninck,37:0137:01
2023,14,110,KirschAlex,Lidl - Trek,37:0337:03
2023,14,111,FedorovYevgeniy,Astana Qazaqstan Team,37:0637:06
2023,14,112,MosconGianni,Astana Qazaqstan Team,",,37:06"
2023,14,113,CampenaertsVictor,Lotto Dstny,37:2937:29
2023,14,114,VermeerschFlorian,Lotto Dstny,",,37:29"
2023,14,115,FrisonFrederik,Lotto Dstny,",,37:29"
2023,14,116,DewulfStan,AG2R Citroën Team,",,37:29"
2023,14,117,IzagirreIon,Cofidis,",,37:29"
2023,14,118,LafayVictor,Cofidis,",,37:29"
2023,14,119,CraddockLawson,Team Jayco AlUla,",,37:29"
2023,14,120,BoivinGuillaume,Israel - Premier Tech,",,37:29"
2023,14,121,TillerRasmus,Uno-X Pro Cycling Team,",,37:29"
2023,14,122,CharmigAnthon,Uno-X Pro Cycling Team,",,37:29"
2023,14,123,CavagnaRémi,Soudal Quick-Step,",,37:29"
2023,14,124,Paret-PeintreAurélien,AG2R Citroën Team,",,37:29"
2023,14,125,MørkøvMichael,Soudal Quick-Step,",,37:29"
2023,14,126,BjergMikkel,UAE Team Emirates,",,37:29"
2023,14,127,MozzatoLuca,Team Arkéa Samsic,",,37:29"
2023,14,128,StuyvenJasper,Lidl - Trek,",,37:29"
2023,14,129,PedersenMads,Lidl - Trek,",,37:29"
2023,14,130,PetersNans,AG2R Citroën Team,",,37:29"
2023,14,131,GallopinTony,Lidl - Trek,",,37:29"
2023,14,132,CosnefroyBenoît,AG2R Citroën Team,",,37:29"
2023,14,133,BettiolAlberto,EF Education - EasyPost,",,37:29"
2023,14,134,SmithDion,Intermarché - Circus - Wanty,",,37:29"
2023,14,135,TræenTorstein,Uno-X Pro Cycling Team,",,37:29"
2023,14,136,ReindersElmar,Team Jayco AlUla,",,37:29"
2023,14,137,DurbridgeLuke,Team Jayco AlUla,",,37:29"
2023,14,138,WrightFred,Bahrain - Victorious,",,37:29"
2023,14,139,RenardAlexis,Cofidis,",,37:29"
2023,14,140,TeunissenMike,Intermarché - Circus - Wanty,",,37:29"
2023,14,141,SaganPeter,TotalEnergies,37:5737:57
2023,14,142,GirmayBiniam,Intermarché - Circus - Wanty,",,37:57"
2023,14,143,KristoffAlexander,Uno-X Pro Cycling Team,",,37:57"
2023,14,144,MeeusJordi,BORA - hansgrohe,",,37:57"
2023,14,145,EekhoffNils,Team dsm - firmenich,",,37:57"
2023,14,146,WelsfordSam,Team dsm - firmenich,",,37:57"
2023,14,147,EdmondsonAlex,Team dsm - firmenich,",,37:57"
2023,14,148,DegenkolbJohn,Team dsm - firmenich,",,37:57"
2023,14,149,DinhamMatthew,Team dsm - firmenich,",,37:57"
2023,14,150,TrentinMatteo,UAE Team Emirates,",,37:57"
2023,14,151,MezgecLuka,Team Jayco AlUla,",,37:57"
2023,14,152,GroenewegenDylan,Team Jayco AlUla,",,37:57"
2023,14,153,WærenskjoldSøren,Uno-X Pro Cycling Team,",,37:57"
2023,14,154,ArndtNikias,Bahrain - Victorious,",,37:57"
2023,14,155,BauhausPhil,Bahrain - Victorious,",,37:57"
2023,14,156,BolCees,Astana Qazaqstan Team,38:0638:06
2023,14,157,MohoričMatej,Bahrain - Victorious,",,38:06"
2023,14,158,PetitAdrien,Intermarché - Circus - Wanty,",,38:06"
2023,14,DNF,SinkeldamRamon,Alpecin - Deceuninck,
2023,14,DNF,BardetRomain,Team dsm - firmenich,
2023,14,DNF,MeintjesLouis,Intermarché - Circus - Wanty,
2023,14,DNF,GuerreiroRuben,Movistar Team,
2023,14,DNF,PedreroAntonio,Movistar Team,
2023,14,DNF,ChavesEsteban,EF Education - EasyPost,
2023,14,DNF,ShawJames,EF Education - EasyPost,
2023,15,1,PoelsWout,Bahrain - Victorious,4:40:454:40:45
2023,15,2,van AertWout,Jumbo-Visma,2:082:08
2023,15,3,BurgaudeauMathieu,TotalEnergies,3:003:00
2023,15,4,CraddockLawson,Team Jayco AlUla,3:103:10
2023,15,5,LandaMikel,Bahrain - Victorious,3:143:14
2023,15,6,PinotThibaut,Groupama - FDJ,",,3:14"
2023,15,7,MartinGuillaume,Cofidis,3:323:32
2023,15,8,SkjelmoseMattias,Lidl - Trek,3:433:43
2023,15,9,GuglielmiSimon,Team Arkéa Samsic,3:593:59
2023,15,10,BarguilWarren,Team Arkéa Samsic,4:204:20
2023,15,11,TeunsDylan,Israel - Premier Tech,5:065:06
2023,15,12,AranburuAlex,Movistar Team,5:105:10
2023,15,13,HouleHugo,Israel - Premier Tech,5:315:31
2023,15,14,CicconeGiulio,Lidl - Trek,5:355:35
2023,15,15,UránRigoberto,EF Education - EasyPost,5:535:53
2023,15,16,PogačarTadej,UAE Team Emirates,6:046:04
2023,15,17,VingegaardJonas,Jumbo-Visma,",,6:04"
2023,15,18,YatesAdam,UAE Team Emirates,6:246:24
2023,15,19,RodríguezCarlos,INEOS Grenadiers,6:426:42
2023,15,20,KussSepp,Jumbo-Visma,7:057:05
2023,15,21,SolerMarc,UAE Team Emirates,",,7:05"
2023,15,22,GauduDavid,Groupama - FDJ,7:157:15
2023,15,23,BilbaoPello,Bahrain - Victorious,7:247:24
2023,15,24,MajkaRafał,UAE Team Emirates,7:527:52
2023,15,25,HindleyJai,BORA - hansgrohe,7:587:58
2023,15,26,GallFelix,AG2R Citroën Team,8:178:17
2023,15,27,YatesSimon,Team Jayco AlUla,8:208:20
2023,15,28,PidcockTom,INEOS Grenadiers,8:358:35
2023,15,29,CastroviejoJonathan,INEOS Grenadiers,10:4710:47
2023,15,30,MühlbergerGregor,Movistar Team,",,10:47"
2023,15,31,BenootTiesj,Jumbo-Visma,10:5510:55
2023,15,32,TejadaHarold,Astana Qazaqstan Team,11:0711:07
2023,15,33,LutsenkoAlexey,Astana Qazaqstan Team,11:4811:48
2023,15,34,TræenTorstein,Uno-X Pro Cycling Team,12:5812:58
2023,15,35,NeilandsKrists,Israel - Premier Tech,13:1813:18
2023,15,36,GroßschartnerFelix,UAE Team Emirates,13:5413:54
2023,15,37,KeldermanWilco,Jumbo-Visma,",,13:54"
2023,15,38,HarperChris,Team Jayco AlUla,14:0514:05
2023,15,39,HamiltonChris,Team dsm - firmenich,14:1714:17
2023,15,40,GenietsKevin,Groupama - FDJ,14:3314:33
2023,15,41,JungelsBob,BORA - hansgrohe,",,14:33"
2023,15,42,O'ConnorBen,AG2R Citroën Team,",,14:33"
2023,15,43,BuchmannEmanuel,BORA - hansgrohe,",,14:33"
2023,15,44,van der PoelMathieu,Alpecin - Deceuninck,17:4017:40
2023,15,45,AbrahamsenJonas,Uno-X Pro Cycling Team,19:1019:10
2023,15,46,SchultzNick,Israel - Premier Tech,19:3819:38
2023,15,47,IzagirreIon,Cofidis,",,19:38"
2023,15,48,AlaphilippeJulian,Soudal Quick-Step,19:4019:40
2023,15,49,PowlessNeilson,EF Education - EasyPost,20:2220:22
2023,15,50,HallerMarco,BORA - hansgrohe,20:5520:55
2023,15,51,van BaarleDylan,Jumbo-Visma,21:0321:03
2023,15,52,BerthetClément,AG2R Citroën Team,21:1421:14
2023,15,53,CostaRui,Intermarché - Circus - Wanty,21:2721:27
2023,15,54,BjergMikkel,UAE Team Emirates,21:3521:35
2023,15,55,Le GacOlivier,Groupama - FDJ,21:4721:47
2023,15,56,PolittNils,BORA - hansgrohe,22:0322:03
2023,15,57,KonradPatrick,BORA - hansgrohe,22:0622:06
2023,15,58,ChampoussinClément,Team Arkéa Samsic,22:1622:16
2023,15,59,FraileOmar,INEOS Grenadiers,22:5722:57
2023,15,60,GregaardJonas,Uno-X Pro Cycling Team,23:5023:50
2023,15,61,IzagirreGorka,Movistar Team,",,23:50"
2023,15,62,VermaerkeKevin,Team dsm - firmenich,25:3825:38
2023,15,63,DelaplaceAnthony,Team Arkéa Samsic,25:5125:51
2023,15,64,PerezAnthony,Cofidis,26:3126:31
2023,15,65,CortMagnus,EF Education - EasyPost,26:5626:56
2023,15,66,Juul-JensenChristopher,Team Jayco AlUla,",,26:56"
2023,15,67,WoodsMichael,Israel - Premier Tech,27:5227:52
2023,15,68,MadouasValentin,Groupama - FDJ,27:5527:55
2023,15,69,PacherQuentin,Groupama - FDJ,",,27:55"
2023,15,70,FerronValentin,TotalEnergies,",,27:55"
2023,15,71,OliveiraNelson,Movistar Team,",,27:55"
2023,15,72,JohannessenTobias Halland,Uno-X Pro Cycling Team,",,27:55"
2023,15,73,StuyvenJasper,Lidl - Trek,",,27:55"
2023,15,74,PetersNans,AG2R Citroën Team,",,27:55"
2023,15,75,KüngStefan,Groupama - FDJ,",,27:55"
2023,15,76,LaengenVegard Stake,UAE Team Emirates,",,27:55"
2023,15,77,LouvelMatis,Team Arkéa Samsic,28:3728:37
2023,15,78,MohoričMatej,Bahrain - Victorious,29:0029:00
2023,15,79,MezgecLuka,Team Jayco AlUla,",,29:00"
2023,15,80,HaigJack,Bahrain - Victorious,29:1829:18
2023,15,81,Kragh AndersenSøren,Alpecin - Deceuninck,29:2629:26
2023,15,82,GeschkeSimon,Cofidis,29:4429:44
2023,15,83,ClarkeSimon,Israel - Premier Tech,30:1130:11
2023,15,84,DurbridgeLuke,Team Jayco AlUla,",,30:11"
2023,15,85,DewulfStan,AG2R Citroën Team,",,30:11"
2023,15,86,LafayVictor,Cofidis,",,30:11"
2023,15,87,DinhamMatthew,Team dsm - firmenich,30:4930:49
2023,15,88,CavagnaRémi,Soudal Quick-Step,",,30:49"
2023,15,89,HermansQuinten,Alpecin - Deceuninck,31:3031:30
2023,15,90,Van GilsMaxim,Lotto Dstny,32:0132:01
2023,15,91,NaesenOliver,AG2R Citroën Team,",,32:01"
2023,15,92,BiermansJenthe,Team Arkéa Samsic,",,32:01"
2023,15,93,SmithDion,Intermarché - Circus - Wanty,",,32:01"
2023,15,94,PichonLaurent,Team Arkéa Samsic,",,32:01"
2023,15,95,MosconGianni,Astana Qazaqstan Team,",,32:01"
2023,15,96,OssDaniel,TotalEnergies,",,32:01"
2023,15,97,StrongCorbin,Israel - Premier Tech,",,32:01"
2023,15,98,BettiolAlberto,EF Education - EasyPost,",,32:01"
2023,15,99,TrentinMatteo,UAE Team Emirates,",,32:01"
2023,15,100,DillierSilvan,Alpecin - Deceuninck,",,32:01"
2023,15,101,van PoppelDanny,BORA - hansgrohe,",,32:01"
2023,15,102,DeclercqTim,Soudal Quick-Step,",,32:01"
2023,15,103,Boasson HagenEdvald,TotalEnergies,",,32:01"
2023,15,104,LampaertYves,Soudal Quick-Step,",,32:01"
2023,15,105,RickaertJonas,Alpecin - Deceuninck,",,32:01"
2023,15,106,AmadorAndrey,EF Education - EasyPost,",,32:01"
2023,15,107,CalmejaneLilian,Intermarché - Circus - Wanty,",,32:01"
2023,15,108,BernalEgan,INEOS Grenadiers,",,32:01"
2023,15,109,PhilipsenJasper,Alpecin - Deceuninck,",,32:01"
2023,15,110,ZimmermannGeorg,Intermarché - Circus - Wanty,",,32:01"
2023,15,111,TurgisAnthony,TotalEnergies,",,32:01"
2023,15,112,LatourPierre,TotalEnergies,",,32:01"
2023,15,113,LópezJuan Pedro,Lidl - Trek,",,32:01"
2023,15,114,JorgensonMatteo,Movistar Team,32:2632:26
2023,15,115,AsgreenKasper,Soudal Quick-Step,32:5032:50
2023,15,116,DevenynsDries,Soudal Quick-Step,",,32:50"
2023,15,117,De BuystJasper,Lotto Dstny,33:0033:00
2023,15,118,VermeerschFlorian,Lotto Dstny,",,33:00"
2023,15,119,CoquardBryan,Cofidis,",,33:00"
2023,15,120,WrightFred,Bahrain - Victorious,",,33:00"
2023,15,121,MozzatoLuca,Team Arkéa Samsic,33:3333:33
2023,15,122,LaporteChristophe,Jumbo-Visma,",,33:33"
2023,15,123,GoglMichael,Alpecin - Deceuninck,33:3933:39
2023,15,124,WærenskjoldSøren,Uno-X Pro Cycling Team,34:2534:25
2023,15,125,PedersenMads,Lidl - Trek,",,34:25"
2023,15,126,KirschAlex,Lidl - Trek,",,34:25"
2023,15,127,EenkhoornPascal,Lotto Dstny,34:2834:28
2023,15,128,FrisonFrederik,Lotto Dstny,",,34:28"
2023,15,129,CharmigAnthon,Uno-X Pro Cycling Team,",,34:28"
2023,15,130,Paret-PeintreAurélien,AG2R Citroën Team,",,34:28"
2023,15,131,CosnefroyBenoît,AG2R Citroën Team,",,34:28"
2023,15,132,TillerRasmus,Uno-X Pro Cycling Team,",,34:28"
2023,15,133,FedorovYevgeniy,Astana Qazaqstan Team,",,34:28"
2023,15,134,GirmayBiniam,Intermarché - Circus - Wanty,",,34:28"
2023,15,135,BoivinGuillaume,Israel - Premier Tech,34:3234:32
2023,15,136,KwiatkowskiMichał,INEOS Grenadiers,34:3434:34
2023,15,137,SaganPeter,TotalEnergies,34:3734:37
2023,15,138,EekhoffNils,Team dsm - firmenich,35:0635:06
2023,15,139,EdmondsonAlex,Team dsm - firmenich,",,35:06"
2023,15,140,WelsfordSam,Team dsm - firmenich,",,35:06"
2023,15,141,DegenkolbJohn,Team dsm - firmenich,",,35:06"
2023,15,142,ArndtNikias,Bahrain - Victorious,35:0835:08
2023,15,143,ReindersElmar,Team Jayco AlUla,",,35:08"
2023,15,144,TeunissenMike,Intermarché - Circus - Wanty,",,35:08"
2023,15,145,GroenewegenDylan,Team Jayco AlUla,35:1135:11
2023,15,146,RenardAlexis,Cofidis,35:1435:14
2023,15,147,KristoffAlexander,Uno-X Pro Cycling Team,",,35:14"
2023,15,148,BauhausPhil,Bahrain - Victorious,",,35:14"
2023,15,149,GallopinTony,Lidl - Trek,",,35:14"
2023,15,150,van den BergLars,Groupama - FDJ,35:1835:18
2023,15,151,Van HooydonckNathan,Jumbo-Visma,35:2135:21
2023,15,152,MeeusJordi,BORA - hansgrohe,35:2435:24
2023,15,153,ZingleAxel,Cofidis,35:4135:41
2023,15,154,PetitAdrien,Intermarché - Circus - Wanty,35:4835:48
2023,15,155,CampenaertsVictor,Lotto Dstny,36:0036:00
2023,15,156,MørkøvMichael,Soudal Quick-Step,37:2237:22
2023,15,157,BolCees,Astana Qazaqstan Team,",,37:22"
2023,15,DNS,MartínezDaniel Felipe,INEOS Grenadiers,
2023,16,1,VingegaardJonas,Jumbo-Visma,32:3632:36
2023,16,2,PogačarTadej,UAE Team Emirates,1:381:38
2023,16,3,van AertWout,Jumbo-Visma,2:512:51
2023,16,4,BilbaoPello,Bahrain - Victorious,2:552:55
2023,16,5,YatesSimon,Team Jayco AlUla,2:582:58
2023,16,6,CavagnaRémi,Soudal Quick-Step,3:063:06
2023,16,7,YatesAdam,UAE Team Emirates,3:123:12
2023,16,8,SkjelmoseMattias,Lidl - Trek,3:203:20
2023,16,9,PedersenMads,Lidl - Trek,3:303:30
2023,16,10,GauduDavid,Groupama - FDJ,3:313:31
2023,16,11,CastroviejoJonathan,INEOS Grenadiers,3:353:35
2023,16,12,RodríguezCarlos,INEOS Grenadiers,3:363:36
2023,16,13,GallFelix,AG2R Citroën Team,3:403:40
2023,16,14,KussSepp,Jumbo-Visma,",,3:40"
2023,16,15,AsgreenKasper,Soudal Quick-Step,3:413:41
2023,16,16,LutsenkoAlexey,Astana Qazaqstan Team,3:553:55
2023,16,17,LatourPierre,TotalEnergies,3:573:57
2023,16,18,KüngStefan,Groupama - FDJ,3:583:58
2023,16,19,WrightFred,Bahrain - Victorious,3:593:59
2023,16,20,CostaRui,Intermarché - Circus - Wanty,4:024:02
2023,16,21,IzagirreIon,Cofidis,4:114:11
2023,16,22,TejadaHarold,Astana Qazaqstan Team,4:164:16
2023,16,23,van BaarleDylan,Jumbo-Visma,4:234:23
2023,16,24,HindleyJai,BORA - hansgrohe,4:374:37
2023,16,25,ArndtNikias,Bahrain - Victorious,4:434:43
2023,16,26,AlaphilippeJulian,Soudal Quick-Step,4:494:49
2023,16,27,O'ConnorBen,AG2R Citroën Team,4:524:52
2023,16,28,MadouasValentin,Groupama - FDJ,",,4:52"
2023,16,29,DevenynsDries,Soudal Quick-Step,5:015:01
2023,16,30,SchultzNick,Israel - Premier Tech,",,5:01"
2023,16,31,MosconGianni,Astana Qazaqstan Team,5:025:02
2023,16,32,CalmejaneLilian,Intermarché - Circus - Wanty,5:065:06
2023,16,33,PinotThibaut,Groupama - FDJ,5:095:09
2023,16,34,KirschAlex,Lidl - Trek,5:105:10
2023,16,35,BurgaudeauMathieu,TotalEnergies,5:115:11
2023,16,36,VermeerschFlorian,Lotto Dstny,5:165:16
2023,16,37,HarperChris,Team Jayco AlUla,5:175:17
2023,16,38,JungelsBob,BORA - hansgrohe,5:185:18
2023,16,39,HouleHugo,Israel - Premier Tech,5:285:28
2023,16,40,Juul-JensenChristopher,Team Jayco AlUla,",,5:28"
2023,16,41,StuyvenJasper,Lidl - Trek,",,5:28"
2023,16,42,LandaMikel,Bahrain - Victorious,5:305:30
2023,16,43,GregaardJonas,Uno-X Pro Cycling Team,",,5:30"
2023,16,44,VermaerkeKevin,Team dsm - firmenich,5:345:34
2023,16,45,van den BergLars,Groupama - FDJ,5:365:36
2023,16,46,MartinGuillaume,Cofidis,5:385:38
2023,16,47,LaengenVegard Stake,UAE Team Emirates,",,5:38"
2023,16,48,PidcockTom,INEOS Grenadiers,5:395:39
2023,16,49,PetersNans,AG2R Citroën Team,5:415:41
2023,16,50,Paret-PeintreAurélien,AG2R Citroën Team,",,5:41"
2023,16,51,GenietsKevin,Groupama - FDJ,5:435:43
2023,16,52,JohannessenTobias Halland,Uno-X Pro Cycling Team,5:475:47
2023,16,53,MajkaRafał,UAE Team Emirates,5:515:51
2023,16,54,MühlbergerGregor,Movistar Team,5:535:53
2023,16,55,LaporteChristophe,Jumbo-Visma,5:565:56
2023,16,56,DelaplaceAnthony,Team Arkéa Samsic,5:585:58
2023,16,57,GroßschartnerFelix,UAE Team Emirates,5:595:59
2023,16,58,CicconeGiulio,Lidl - Trek,",,5:59"
2023,16,59,KeldermanWilco,Jumbo-Visma,",,5:59"
2023,16,60,HamiltonChris,Team dsm - firmenich,",,5:59"
2023,16,61,DinhamMatthew,Team dsm - firmenich,6:046:04
2023,16,62,GallopinTony,Lidl - Trek,6:076:07
2023,16,63,FerronValentin,TotalEnergies,6:086:08
2023,16,64,ZimmermannGeorg,Intermarché - Circus - Wanty,",,6:08"
2023,16,65,HaigJack,Bahrain - Victorious,",,6:08"
2023,16,66,DurbridgeLuke,Team Jayco AlUla,6:106:10
2023,16,67,TrentinMatteo,UAE Team Emirates,6:136:13
2023,16,68,PolittNils,BORA - hansgrohe,",,6:13"
2023,16,69,LampaertYves,Soudal Quick-Step,6:146:14
2023,16,70,ChampoussinClément,Team Arkéa Samsic,6:166:16
2023,16,71,LópezJuan Pedro,Lidl - Trek,6:216:21
2023,16,72,GoglMichael,Alpecin - Deceuninck,6:246:24
2023,16,73,AbrahamsenJonas,Uno-X Pro Cycling Team,6:256:25
2023,16,74,Van HooydonckNathan,Jumbo-Visma,6:266:26
2023,16,75,Le GacOlivier,Groupama - FDJ,6:276:27
2023,16,76,StrongCorbin,Israel - Premier Tech,",,6:27"
2023,16,77,NeilandsKrists,Israel - Premier Tech,",,6:27"
2023,16,78,Van GilsMaxim,Lotto Dstny,6:286:28
2023,16,79,OliveiraNelson,Movistar Team,",,6:28"
2023,16,80,GeschkeSimon,Cofidis,",,6:28"
2023,16,81,PacherQuentin,Groupama - FDJ,6:296:29
2023,16,82,ZingleAxel,Cofidis,",,6:29"
2023,16,83,Kragh AndersenSøren,Alpecin - Deceuninck,6:316:31
2023,16,84,GirmayBiniam,Intermarché - Circus - Wanty,",,6:31"
2023,16,85,BenootTiesj,Jumbo-Visma,6:326:32
2023,16,86,SaganPeter,TotalEnergies,6:356:35
2023,16,87,BjergMikkel,UAE Team Emirates,",,6:35"
2023,16,88,BarguilWarren,Team Arkéa Samsic,6:366:36
2023,16,89,KwiatkowskiMichał,INEOS Grenadiers,6:376:37
2023,16,90,van der PoelMathieu,Alpecin - Deceuninck,6:386:38
2023,16,91,FedorovYevgeniy,Astana Qazaqstan Team,",,6:38"
2023,16,92,PoelsWout,Bahrain - Victorious,",,6:38"
2023,16,93,AranburuAlex,Movistar Team,",,6:38"
2023,16,94,TillerRasmus,Uno-X Pro Cycling Team,6:416:41
2023,16,95,MohoričMatej,Bahrain - Victorious,",,6:41"
2023,16,96,DeclercqTim,Soudal Quick-Step,6:426:42
2023,16,97,CraddockLawson,Team Jayco AlUla,6:436:43
2023,16,98,CoquardBryan,Cofidis,",,6:43"
2023,16,99,OssDaniel,TotalEnergies,",,6:43"
2023,16,100,LouvelMatis,Team Arkéa Samsic,6:486:48
2023,16,101,IzagirreGorka,Movistar Team,",,6:48"
2023,16,102,PhilipsenJasper,Alpecin - Deceuninck,6:496:49
2023,16,103,BiermansJenthe,Team Arkéa Samsic,",,6:49"
2023,16,104,FraileOmar,INEOS Grenadiers,6:516:51
2023,16,105,WelsfordSam,Team dsm - firmenich,",,6:51"
2023,16,106,PichonLaurent,Team Arkéa Samsic,6:556:55
2023,16,107,TræenTorstein,Uno-X Pro Cycling Team,",,6:55"
2023,16,108,PowlessNeilson,EF Education - EasyPost,6:566:56
2023,16,109,BerthetClément,AG2R Citroën Team,6:576:57
2023,16,110,TurgisAnthony,TotalEnergies,",,6:57"
2023,16,111,WoodsMichael,Israel - Premier Tech,6:586:58
2023,16,112,EdmondsonAlex,Team dsm - firmenich,6:596:59
2023,16,113,De BuystJasper,Lotto Dstny,7:017:01
2023,16,114,HermansQuinten,Alpecin - Deceuninck,7:027:02
2023,16,115,FrisonFrederik,Lotto Dstny,",,7:02"
2023,16,116,KonradPatrick,BORA - hansgrohe,7:057:05
2023,16,117,MørkøvMichael,Soudal Quick-Step,7:097:09
2023,16,118,DewulfStan,AG2R Citroën Team,7:127:12
2023,16,119,HallerMarco,BORA - hansgrohe,7:137:13
2023,16,120,KristoffAlexander,Uno-X Pro Cycling Team,7:147:14
2023,16,121,PerezAnthony,Cofidis,7:157:15
